treatment,trial,arm,advice,genuine,headline,original,expert_id,sentiment,expert:ethnicity,expert:sex,expert:age,outcome:white,outcome:black,outcome:male,outcome:female,outcome:young,outcome:old,trial_time
0,3,0,0.75,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,cwzsb0ol,-1,White,Male,40,0,0,1,-1,0,0,0.337476372718811
0,3,0,0.25,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,lwv2du3v,-1,White,Female,23,0,0,1,-1,0,0,1.598264712840319
0,3,0,0.5,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,gfidsadx,-1,White,Female,40,0,0,1,-1,0,0,0.3163347952067852
0,3,0,0.5,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,6a3ojgzl,-1,Mixed,Female,57,0,0,1,-1,0,0,0.4816249459981918
0,3,0,0.75,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,moztrz73,-1,Black,Female,54,0,0,1,-1,0,0,1.3088943399488926
0,3,0,0.75,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,i5slc3sd,-1,Asian,Male,52,0,0,1,-1,0,0,0.5219005383551121
0,3,0,0.25,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,xh7ued8w,-1,Black,Male,54,0,0,1,-1,0,0,0.3431674391031265
0,3,0,0.5,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,7ms26hvk,-1,White,Male,31,0,0,1,-1,0,0,0.8619969412684441
0,3,0,0.5,0,Women Don't Survive Harsh Conditions As Well As Men Do,Men Don't Survive Harsh Conditions As Well As Women Do,1qaazqdz,-1,White,Male,28,0,0,1,-1,0,0,0.2499627731740474
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,j649xelo,-1,Other,Female,20,0,0,-1,1,0,0,0.3078660182654857
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,b8b4fj49,-1,White,Male,42,0,0,-1,1,0,0,0.6794842109084129
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,fx441a45,-1,Asian,Male,22,0,0,-1,1,0,0,0.1917396709322929
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,w6si2i2y,-1,White,Female,79,0,0,-1,1,0,0,0.406092669814825
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,tw3f6761,-1,Black,Male,35,0,0,-1,1,0,0,0.3137355856597423
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,k9q3lqvl,-1,Black,Female,38,0,0,-1,1,0,0,0.3991587460041046
3,11,0,0.5,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,i5qr8g94,-1,White,Female,21,0,0,-1,1,0,0,0.2800740785896778
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,zw5nco5p,-1,Asian,Female,53,0,0,-1,1,0,0,0.8560945615172386
3,11,0,0.5,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,sn39yhaz,-1,White,Male,56,0,0,-1,1,0,0,0.542381688952446
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,m6q2iasa,-1,White,Male,23,0,0,-1,1,0,0,0.2313855774700641
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,sdi54ooh,-1,Asian,Female,23,0,0,-1,1,0,0,0.3090458810329437
3,11,0,1.0,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,3cn56vly,-1,Black,Male,25,0,0,-1,1,0,0,0.0924686789512634
3,11,0,0.5,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,hfl2mx5p,-1,Mixed,Male,35,0,0,-1,1,0,0,0.3281785435974598
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,v0ityoyd,-1,Black,Male,59,0,0,-1,1,0,0,0.1553974263370037
3,11,0,0.0,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,n3a0mcpb,-1,White,Male,47,0,0,-1,1,0,0,0.2863448821008205
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,xs7z7fwv,-1,White,Female,57,0,0,-1,1,0,0,0.4723176993429661
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,fw13cbec,-1,Black,Male,25,0,0,-1,1,0,0,0.4604201503098011
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,1x2xky6i,-1,Asian,Female,35,0,0,-1,1,0,0,0.2046281956136226
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,pznzslzc,-1,White,Female,51,0,0,-1,1,0,0,0.4394050016999244
3,11,0,1.0,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,pltdpqon,-1,Other,Female,61,0,0,-1,1,0,0,0.3662190102040767
3,11,0,0.5,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,djyymwqd,-1,Asian,Male,20,0,0,-1,1,0,0,0.7128412835299969
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,no74k0dv,-1,White,Female,58,0,0,-1,1,0,0,0.4544137008488178
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,0fxzqvja,-1,White,Male,35,0,0,-1,1,0,0,0.2804962545633316
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,thsbm21j,-1,White,Female,53,0,0,-1,1,0,0,1.756387695670128
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,ng8tn0sa,-1,Asian,Male,37,0,0,-1,1,0,0,0.2230843640863895
3,11,0,0.5,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,nv6dtozd,-1,White,Male,26,0,0,-1,1,0,0,0.3275939188897609
3,11,0,1.0,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,ihsmgznr,-1,White,Female,64,0,0,-1,1,0,0,0.500500250607729
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,r1axe5yk,-1,DATA_EXPIRED,Female,32,0,0,-1,1,0,0,0.0418993607163429
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,g7n9d8xn,-1,Asian,Female,57,0,0,-1,1,0,0,0.5609313249588013
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,73w4u9o4,-1,Mixed,Female,57,0,0,-1,1,0,0,0.4959286414086818
3,11,0,0.0,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,q47fgffj,-1,Mixed,Male,41,0,0,-1,1,0,0,0.2789894640445709
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,tgla8t91,-1,White,Female,54,0,0,-1,1,0,0,0.252137828618288
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,po1s0l1j,-1,Mixed,Male,53,0,0,-1,1,0,0,0.341073527932167
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,xallide9,-1,Other,Female,29,0,0,-1,1,0,0,0.7805282175540924
3,11,0,0.0,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,yvyr2v4a,-1,Black,Male,20,0,0,-1,1,0,0,0.2451636530458927
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,lfy28okk,-1,White,Male,69,0,0,-1,1,0,0,0.3637682236731052
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,g317iqii,-1,Asian,Female,25,0,0,-1,1,0,0,0.4801268056035042
3,11,0,0.75,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,3xxq4hhx,-1,White,Male,41,0,0,-1,1,0,0,0.2650974653661251
3,11,0,0.25,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,ba0c1qib,-1,White,Male,24,0,0,-1,1,0,0,1.3876050375401974
3,11,0,0.5,1,Men Have A Harder Time Forgiving Than Women Do,Men Have A Harder Time Forgiving Than Women Do,u7iwc6bs,-1,Black,Female,37,0,0,-1,1,0,0,1.5646323002874851
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,l7c61gbd,-1,White,Female,91,0,0,1,-1,0,0,0.4197829216718673
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,oumuuy8i,-1,White,Male,37,0,0,1,-1,0,0,0.227245882153511
1,3,0,0.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,r39qp053,-1,White,Male,21,0,0,1,-1,0,0,0.1440950259566307
1,3,0,0.75,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,2434ja5e,-1,Mixed,Female,29,0,0,1,-1,0,0,3.3549078293144703
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,of5a2tqm,-1,White,Male,36,0,0,1,-1,0,0,0.2793436497449875
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,htn0s3xf,-1,White,Female,53,0,0,1,-1,0,0,0.4470316208899021
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,h049a1kd,-1,White,Male,24,0,0,1,-1,0,0,0.283306997269392
1,3,0,0.25,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,o9cdy797,-1,White,Female,58,0,0,1,-1,0,0,0.3818120695650577
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,qdq2ec3l,-1,Asian,Female,38,0,0,1,-1,0,0,0.2306688278913498
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,6ousqn7b,-1,Other,Male,26,0,0,1,-1,0,0,0.2208276912569999
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,bavpyj0a,-1,White,Male,35,0,0,1,-1,0,0,0.527808140963316
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,uh6jpv9z,-1,White,Female,54,0,0,1,-1,0,0,0.1850619241595268
1,3,0,0.25,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,9q8k04qe,-1,White,Male,43,0,0,1,-1,0,0,0.3690950088202953
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,sk1axweq,-1,Asian,Male,25,0,0,1,-1,0,0,0.2370570078492164
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,l40c4wxu,-1,White,Female,62,0,0,1,-1,0,0,0.2903395518660545
1,3,0,0.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,ezh6h6wb,-1,White,Male,32,0,0,1,-1,0,0,0.1356297358870506
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,on7hgqjm,-1,Other,Male,35,0,0,1,-1,0,0,0.1594853810966015
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,hpztib4b,-1,White,Male,25,0,0,1,-1,0,0,0.0993498973548412
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,b1qu6eiv,-1,White,Female,22,0,0,1,-1,0,0,2.123277802020312
1,3,0,0.25,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,psnnm992,-1,White,Male,31,0,0,1,-1,0,0,0.5372709110379219
1,3,0,0.75,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,z3uutooa,-1,White,Female,40,0,0,1,-1,0,0,0.2425769753754139
1,3,0,0.25,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,04xhnl7a,-1,Black,Female,22,0,0,1,-1,0,0,0.3509061150252819
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,4631zim9,-1,White,Female,36,0,0,1,-1,0,0,0.188936062157154
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,1li4qmvq,-1,White,Male,61,0,0,1,-1,0,0,0.2743083722889423
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,80oqylr8,-1,White,Male,21,0,0,1,-1,0,0,0.2157505564391613
1,3,0,0.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,2lkhsagd,-1,White,Female,24,0,0,1,-1,0,0,0.8861695863306522
1,3,0,0.75,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,u0wyws1b,-1,White,Female,20,0,0,1,-1,0,0,0.3104962706565857
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,mayj1jt1,-1,Mixed,Female,31,0,0,1,-1,0,0,0.3857452571392059
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,ebziw8rf,-1,White,Male,30,0,0,1,-1,0,0,0.3378926813602447
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,po5v3tra,-1,White,Male,62,0,0,1,-1,0,0,0.3523897938430309
1,3,0,0.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,n7al5f25,-1,Asian,Male,21,0,0,1,-1,0,0,1.78546042740345
1,3,0,0.75,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,taarmf9a,-1,White,Female,21,0,0,1,-1,0,0,0.2446459457278251
1,3,0,0.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,iy1gke57,-1,White,Female,53,0,0,1,-1,0,0,0.325043112039566
1,3,0,0.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,8uyswhqo,-1,Mixed,Male,19,0,0,1,-1,0,0,0.5683686956763268
1,3,0,0.25,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,oo8md0m8,-1,Asian,Female,26,0,0,1,-1,0,0,0.2910638935863971
1,3,0,1.0,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,6mxivoii,-1,White,Male,48,0,0,1,-1,0,0,0.3781381286680698
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,gq0nlr46,-1,White,Male,59,0,0,1,-1,0,0,0.3166603967547416
1,3,0,0.25,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,ufo9sn0i,-1,White,Female,61,0,0,1,-1,0,0,0.417818333953619
1,3,0,0.5,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,ogql4mcl,-1,Mixed,Female,22,0,0,1,-1,0,0,0.268963348120451
1,3,0,0.75,0,Women Have A Harder Time Forgiving Than Men Do,Men Have A Harder Time Forgiving Than Women Do,30tkfni1,-1,Black,Female,30,0,0,1,-1,0,0,1.162897527217865
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,kjo8mvri,-1,Black,Female,DATA_EXPIRED,0,0,-1,1,0,0,0.4643965363502502
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,mh6hjfjm,-1,Mixed,Male,22,0,0,-1,1,0,0,0.3966919779777527
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,f6m4dv8w,-1,Asian,Male,32,0,0,-1,1,0,0,0.152452852576971
4,7,1,0.5,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,xz47pdd9,-1,White,Male,46,0,0,-1,1,0,0,0.3740862533450126
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,4tg4a0az,-1,Mixed,Female,40,0,0,-1,1,0,0,0.3536513410508632
4,7,1,0.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,dkec1fjm,-1,Other,Female,21,0,0,-1,1,0,0,0.2282019630074501
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,c2csyr58,-1,White,Male,33,0,0,-1,1,0,0,0.1929115913808345
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,fuljzqui,-1,Asian,Male,29,0,0,-1,1,0,0,1.3589257150888443
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,vic1ibjl,-1,White,Female,39,0,0,-1,1,0,0,0.2534341402351856
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,l1xbdvpj,-1,White,Female,36,0,0,-1,1,0,0,0.1523978300392627
4,7,1,0.25,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,xfens7rx,-1,White,Male,56,0,0,-1,1,0,0,0.4034011997282505
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,y9wg9cwc,-1,White,Male,55,0,0,-1,1,0,0,0.2272347882390022
4,7,1,0.25,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,owma5xwo,-1,White,Male,68,0,0,-1,1,0,0,0.246309258043766
4,7,1,0.5,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,g5yb3v7x,-1,White,Male,31,0,0,-1,1,0,0,0.1209657751023769
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,sjsggzzn,-1,White,Male,28,0,0,-1,1,0,0,0.5922161117196083
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,jfnn7hqc,-1,White,Female,61,0,0,-1,1,0,0,0.2141750454902649
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,3h3d4u3i,-1,White,Female,57,0,0,-1,1,0,0,0.3092294223606586
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,2ohpv2wk,-1,White,Female,63,0,0,-1,1,0,0,0.2929785549640655
4,7,1,0.5,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,sketmpeu,-1,White,Male,30,0,0,-1,1,0,0,0.5076894499361515
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,as3qa8mf,-1,Asian,Female,61,0,0,-1,1,0,0,0.2475702874362468
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,ihtb8p9c,-1,White,Female,32,0,0,-1,1,0,0,0.1879276819527149
4,7,1,0.5,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,kddh0e8e,-1,White,Male,36,0,0,-1,1,0,0,0.3249630443751812
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,9mjgi3qf,-1,White,Female,45,0,0,-1,1,0,0,0.3158565387129783
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,aieam9e5,-1,White,Female,32,0,0,-1,1,0,0,0.6209057159721851
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,l568ftt9,-1,White,Female,75,0,0,-1,1,0,0,0.7415785491466522
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,j8yy1diw,-1,White,Male,32,0,0,-1,1,0,0,0.2666962593793869
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,ope82lmm,-1,White,Female,26,0,0,-1,1,0,0,0.1587801948189735
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,m5zsiza5,-1,Asian,Male,20,0,0,-1,1,0,0,0.2201384119689464
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,xrm5wcjj,-1,Other,Male,34,0,0,-1,1,0,0,0.2081408761441707
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,mf52ezux,-1,White,Female,22,0,0,-1,1,0,0,0.2092759683728218
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,ri54cbpd,-1,Black,Male,48,0,0,-1,1,0,0,0.4933845922350883
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,i84kjek8,-1,Black,Male,63,0,0,-1,1,0,0,0.7557705119252205
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,6sivwo5h,-1,Black,Male,21,0,0,-1,1,0,0,0.2718777023255825
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,3e2lt8ym,-1,White,Female,23,0,0,-1,1,0,0,0.6905238442122936
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,wj65q2pv,-1,Asian,Male,20,0,0,-1,1,0,0,0.448314119130373
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,jv2okvc4,-1,Asian,Female,22,0,0,-1,1,0,0,0.4001372344791889
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,ffzq4v51,-1,White,Female,46,0,0,-1,1,0,0,0.3883642740547657
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,g9crh4nf,-1,White,Male,29,0,0,-1,1,0,0,0.5425450168550014
4,7,1,1.0,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,inbcatjp,-1,White,Female,72,0,0,-1,1,0,0,0.4245217889547348
4,7,1,0.75,1,Men Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,pdwi9hqm,-1,White,Female,23,0,0,-1,1,0,0,0.2370829470455646
1,15,1,0.5,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,l7c61gbd,-1,White,Female,91,0,0,1,-1,0,0,0.3090563416481018
1,15,1,1.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,oumuuy8i,-1,White,Male,37,0,0,1,-1,0,0,0.2160859629511833
1,15,1,0.75,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,r39qp053,-1,White,Male,21,0,0,1,-1,0,0,0.084457978606224
1,15,1,0.75,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,2434ja5e,-1,Mixed,Female,29,0,0,1,-1,0,0,0.4010944589972496
1,15,1,0.5,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,of5a2tqm,-1,White,Male,36,0,0,1,-1,0,0,0.1414166502654552
1,15,1,0.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,htn0s3xf,-1,White,Female,53,0,0,1,-1,0,0,0.2754561156034469
1,15,1,1.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,h049a1kd,-1,White,Male,24,0,0,1,-1,0,0,0.1455510444939136
1,15,1,0.25,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,o9cdy797,-1,White,Female,58,0,0,1,-1,0,0,0.4001786038279533
1,15,1,0.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,qdq2ec3l,-1,Asian,Female,38,0,0,1,-1,0,0,0.3075976520776748
1,15,1,0.75,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,6ousqn7b,-1,Other,Male,26,0,0,1,-1,0,0,0.1884447671473026
1,15,1,0.5,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,bavpyj0a,-1,White,Male,35,0,0,1,-1,0,0,0.4727220460772514
1,15,1,0.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,uh6jpv9z,-1,White,Female,54,0,0,1,-1,0,0,0.2364030480384826
1,15,1,0.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,9q8k04qe,-1,White,Male,43,0,0,1,-1,0,0,0.1981189623475074
1,15,1,1.0,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,sk1axweq,-1,Asian,Male,25,0,0,1,-1,0,0,0.2421462200582027
1,15,1,0.5,0,Women Have a Higher Opinion of Themselves: Study,Men Have a Higher Opinion of Themselves: Study,l40c4wxu,-1,White,Female,62,0,0,1,-1,0,0,0.2250575087964534
